example_id,statement,intent_code,intent_meaning,department,split,urgency,sentiment,channel,language,has_order_context,wording_style,synthetic_source,created_date
REST_INTENT_007292,"Quick question, Remove my booking at the Mesa restaurant. please help?",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007293,Need help now: Can someone from your team contact me? please fix this,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,test,medium,negative,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007294,Can you help me? Can I change the number of guests? today,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007295,URGENT: We need trays of margherita pizza for an event. ASAP,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007296,"Quick question, I left my sunglasses at the Chandler location.",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007297,"Hi, I was charged twice for ordr R418234. right now.",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007298,"Hello, The meal was cold when delivred. if possible.",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,counter,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007299,"Quick question, I need to change my reservation time to 6:30 pm. right now.",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007300,"Hey, I want to discuss bulk food delivery. if possible",CATERING_INQUIRY,Bulk/catering order,Catering,validation,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007301,"Hey, Escalate this to a human. right now.",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007302,"Hey, Do you have pasta alfredo on the menu? today",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007303,I waited over an hour for order R912939.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,website,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007304,The restroom was dirty. please help?,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,validation,medium,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007305,Need help now: Transfer me to a live representative. please fix this!,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007306,"Hi, The driver did not hand over my ramen. asap!",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007307,"Quick question, The high chair for my child was dirty. right now",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007308,"This is urgent, Do you serve vegetarian options? please fix this",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007309,"Please help, Please help me find an item I left behind. please help!",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007310,Tell me the stock price of a company. thanks.,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007311,I need help. I did not receive rewards for my purchase. thanks.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007312,Need help now: Update my reservation at the Tempe store.,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007313,Can you help me? Does the chicken burger contain peanuts? thanks.,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007314,"Hey, Track my order R486566 from the Tempe store. today",ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007315,"Hey, The app says arriving soon, but my food is still not here. thanks",ORDER_DELAYED,Order is late,Delivery / Kitchen,validation,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007316,"Quick question, The food tasted bad and seemed dry. if possible?",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,test,low,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007317,"Hey, I asked for chicken wings, but the delivred item is different. today",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007318,"URGENT: The receipt shows paneer tikka, but it was not delivered. please fix this?",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007319,URGENT: My food arrived raw and not fresh.,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007320,I need help. The food looks unsafe to eat. if possible,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007321,URGENT: Are there dairy-free options on the menu? ASAP?,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007322,Need help now: What desserts do you have? ASAP!,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007323,"Hi, The restaurant did not mention allergens in the food. thanks?",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,phone,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007324,I placed order R945241 an hour ago and want an update.,ORDER_STATUS,Customer wants order status,Customer Support,test,low,neutral,email,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_007325,Track my order R630672 from the Mesa restaurant.,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,website,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007326,"This is urgent, Please modify my table reservation under Avery. please fix this.",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007327,"Hey, I need support for my bank account. thanks?",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007328,"Hey, Is breakfast available at Downtown branch? please help.",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007329,I need help. Do you serve vegetarian options? please help!,MENU_INQUIRY,Ask about menu,Menu,test,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007330,"Need help now: I ordered margherita pizza, but I got egg roll.",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007331,I found hair in my pepperoni pizza.,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,phone,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007332,"Quick question, Does the garlic bread contain peanuts? if possible!",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007333,"Hello, The restaurant sent the wrong food in order R657491. today",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,phone,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007334,reserve seats for 4 at this afternoon.,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,chatbot,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007335,"Hey, Please reserve seats for 5 at tomorrow evening. if possible!",RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007336,"Quick question, I want to cancel my reservation. thanks!",RESERVATION_CANCEL,Cancel booking,Reservations,test,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007337,Need help now: I cannot complete payment for my food order.,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007338,Can you help me? What are today's specials? thanks.,MENU_INQUIRY,Ask about menu,Menu,validation,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007339,"Quick question, Why did you bill me two times? please.",DOUBLE_CHARGED,Customer charged twice,Payments,validation,high,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007340,Can you help me? The utensils were not clean. please,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,test,medium,negative,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007341,"Hello, My food had allergic reaction, this is unsafe.",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007342,"Please help, I want to talk to a human agent.",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007343,"The app says delivered, but I did not receive order R524142.",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,website,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007344,"Quick question, Does the fries contain peanuts? thanks.",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007345,The app is not updating my order status for R870158.,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,chatbot,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007346,"Hello, I need support for my bank account. right now?",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007347,Please help with a coupon issue. if possible.,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007348,URGENT: Book a reservation under Avery. please fix this!,RESERVATION_CREATE,Book a table,Reservations,test,low,neutral,counter,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007349,"I need help. I do not want chatbot help, get me an agent. right now?",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007350,Order R682895 has been delayed for too long.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007351,"Hey, I cannot use my discount code. today!",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007352,We need trays of sushi roll for an event.,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,chatbot,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007353,"This is urgent, The side item was not included. please fix this",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007354,Can you help me? My order R571460 is late. please help.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007355,"This is urgent, Can you fix my laptop? ASAP?",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007356,Where is my order R375136?,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,chatbot,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007357,"Quick question, Do you have Wi-Fi for customers? thanks!",GENERAL_INQUIRY,General question,Customer Support,test,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007358,URGENT: The messy dining area at Tempe store was unacceptable.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007359,"This is urgent, What is the weather tomorrow? please fix this?",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007360,I never got my food from order R153018.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,mobile_app,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_007361,Need help now: My order R639853 is late.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
